      1.000000       0.127000
      1.040404       0.085273
      1.080808       0.056554
      1.121212       0.032658
      1.161616       0.011908
      1.202020      -0.006472
      1.242424      -0.022922
      1.282828      -0.037729
      1.323232      -0.051092
      1.363636      -0.063158
      1.404040      -0.074041
      1.444444      -0.083833
      1.484848      -0.092608
      1.525253      -0.100432
      1.565657      -0.107359
      1.606061      -0.113438
      1.646465      -0.118714
      1.686869      -0.123225
      1.727273      -0.127010
      1.767677      -0.130101
      1.808081      -0.132532
      1.848485      -0.134332
      1.888889      -0.135531
      1.929293      -0.136156
      1.969697      -0.136235
      2.010101      -0.135792
      2.050505      -0.134853
      2.090909      -0.133443
      2.131313      -0.131584
      2.171717      -0.129301
      2.212121      -0.126615
      2.252525      -0.123550
      2.292929      -0.120125
      2.333333      -0.116364
      2.373737      -0.112287
      2.414141      -0.107914
      2.454545      -0.103266
      2.494949      -0.098362
      2.535354      -0.093223
      2.575758      -0.087866
      2.616162      -0.082312
      2.656566      -0.076578
      2.696970      -0.070682
      2.737374      -0.064643
      2.777778      -0.058478
      2.818182      -0.052204
      2.858586      -0.045838
      2.898990      -0.039396
      2.939394      -0.032895
      2.979798      -0.026349
      3.020202      -0.019775
      3.060606      -0.013188
      3.101010      -0.006601
      3.141414      -0.000029
      3.181818       0.006514
      3.222222       0.013014
      3.262626       0.019460
      3.303030       0.025837
      3.343434       0.032134
      3.383838       0.038340
      3.424242       0.044442
      3.464646       0.050430
      3.505051       0.056294
      3.545455       0.062023
      3.585859       0.067609
      3.626263       0.073041
      3.666667       0.078311
      3.707071       0.083411
      3.747475       0.088333
      3.787879       0.093070
      3.828283       0.097615
      3.868687       0.101961
      3.909091       0.106104
      3.949495       0.110036
      3.989899       0.113753
      4.030303       0.117251
      4.070707       0.120525
      4.111111       0.123572
      4.151515       0.126388
      4.191919       0.128971
      4.232323       0.131319
      4.272727       0.133429
      4.313131       0.135300
      4.353535       0.136931
      4.393939       0.138321
      4.434343       0.139471
      4.474747       0.140380
      4.515152       0.141049
      4.555556       0.141479
      4.595960       0.141672
      4.636364       0.141629
      4.676768       0.141353
      4.717172       0.140846
      4.757576       0.140111
      4.797980       0.139151
      4.838384       0.137970
      4.878788       0.136572
      4.919192       0.134961
      4.959596       0.133142
      5.000000       0.131119
