-90,0
-85,0
-80,0.2
-75,0.6
-70,1
-65,1
-60,1.2
-55,2.6
-50,2
-45,0.8
-40,1
-35,0.4
-30,2
-25,5.4
-20,7.4
-15,11.4
-10,15
-5,18
0,18
5,15
10,12
15,7.5
20,3
25,2
30,0.5
35,0.4
40,0.4
45,0.4
50,0.1
55,0.1
60,0.1
65,0.1
70,0
75,0
80,0
85,0
90,0
