    -90.000000       0.000000
    -85.000000       0.000000
    -80.000000       0.011111
    -75.000000       0.033333
    -70.000000       0.055556
    -65.000000       0.055556
    -60.000000       0.066667
    -55.000000       0.144444
    -50.000000       0.111111
    -45.000000       0.044444
    -40.000000       0.055556
    -35.000000       0.022222
    -30.000000       0.111111
    -25.000000       0.300000
    -20.000000       0.411111
    -15.000000       0.633333
    -10.000000       0.833333
     -5.000000       1.000000
      0.000000       1.000000
      5.000000       0.833333
     10.000000       0.666667
     15.000000       0.416667
     20.000000       0.166667
     25.000000       0.111111
     30.000000       0.027778
     35.000000       0.022222
     40.000000       0.022222
     45.000000       0.022222
     50.000000       0.005556
     55.000000       0.005556
     60.000000       0.005556
     65.000000       0.005556
     70.000000       0.000000
     75.000000       0.000000
     80.000000       0.000000
     85.000000       0.000000
     90.000000       0.000000
